num__Age,num__Fare,cat__Sex_female,cat__Sex_male,cat__Embarked_C,cat__Embarked_Q,cat__Embarked_S,cat__Pclass_1,Survived
1.0464397255414752,0.18327974188776916,0.0,1.0,0.0,0.0,1.0,1.0,0
0.277261448377657,-1.4004079431073106,0.0,1.0,0.0,0.0,1.0,1.0,0
1.4310288641233844,1.6508999207791608,1.0,0.0,0.0,0.0,1.0,1.0,1
-0.04322950044060063,1.2964004295887737,1.0,0.0,0.0,0.0,1.0,1.0,1
0.08496687908670236,-0.8098803317532132,0.0,1.0,1.0,0.0,0.0,1.0,0
1.751519812941642,0.14964352774205425,1.0,0.0,0.0,0.0,1.0,1.0,1
-1.068800536659025,0.4105274919109426,1.0,0.0,1.0,0.0,0.0,1.0,1
0.020868689323050724,-1.1444132294310816,0.0,1.0,1.0,0.0,0.0,1.0,0
-2.158469762641101,1.6128735215631773,1.0,0.0,0.0,0.0,1.0,1.0,0
0.9182433460141725,2.1874946652713727,1.0,0.0,1.0,0.0,0.0,1.0,1
-2.2276958075858446,1.6128735215631773,0.0,1.0,0.0,0.0,1.0,1.0,1
-1.196996916186328,0.7648599651910469,1.0,0.0,1.0,0.0,0.0,1.0,1
-0.36372044925885827,-0.2684798457234827,1.0,0.0,1.0,0.0,0.0,1.0,1
-0.7483095878407675,0.25303556744041483,1.0,0.0,1.0,0.0,0.0,1.0,1
-1.1328987264226766,2.1874946652713727,1.0,0.0,1.0,0.0,0.0,1.0,1
-0.2996222594952069,1.8776505936883998,1.0,0.0,0.0,0.0,1.0,1.0,1
0.277261448377657,1.2738669298598988,1.0,0.0,1.0,0.0,0.0,1.0,1
0.020868689323050724,1.2964004295887737,1.0,0.0,1.0,0.0,0.0,1.0,1
0.020868689323050724,-1.1419278438614093,1.0,0.0,0.0,0.0,1.0,1.0,1
-1.2610951059499795,-0.24760260693823694,1.0,0.0,1.0,0.0,0.0,1.0,1
0.6298014920777404,-0.8337400332220655,0.0,1.0,0.0,0.0,1.0,1.0,0
0.149065068850354,1.6508999207791608,0.0,1.0,0.0,0.0,1.0,1.0,0
-0.4278186390225099,-0.07619451158600127,0.0,1.0,0.0,0.0,1.0,1.0,0
0.34135963814130893,1.2738669298598988,1.0,0.0,1.0,0.0,0.0,1.0,1
0.5977523971959149,-0.6945584413204263,0.0,1.0,0.0,0.0,1.0,1.0,0
-2.158469762641101,-0.8834477446155081,0.0,1.0,0.0,0.0,1.0,1.0,1
-0.7483095878407675,2.1874946652713727,1.0,0.0,0.0,0.0,1.0,1.0,1
-0.7483095878407675,-1.1419278438614093,1.0,0.0,0.0,0.0,1.0,1.0,1
-0.8765059673680705,-0.3068382924515745,1.0,0.0,0.0,0.0,1.0,1.0,1
1.5592252436506877,0.09579416983531017,1.0,0.0,1.0,0.0,0.0,1.0,1
-0.7483095878407675,-0.022510183281083052,1.0,0.0,1.0,0.0,0.0,1.0,1
-0.6842113980771158,-0.2980559340025811,0.0,1.0,1.0,0.0,0.0,1.0,1
-0.5560150185498128,2.1874946652713727,0.0,1.0,1.0,0.0,0.0,1.0,0
0.020868689323050724,0.985562203777932,0.0,1.0,0.0,0.0,1.0,1.0,1
-0.8124077776044188,0.8518484601295714,1.0,0.0,1.0,0.0,0.0,1.0,1
-0.7483095878407675,-1.0683604309991144,1.0,0.0,0.0,0.0,1.0,1.0,1
-0.17142587996790362,0.3890696670566213,1.0,0.0,0.0,1.0,0.0,1.0,1
-0.23552406973155526,-1.2403491124204256,0.0,1.0,0.0,0.0,1.0,1.0,1
-0.4919168287861612,-0.8725120481089508,0.0,1.0,0.0,0.0,1.0,1.0,1
0.9182433460141725,-0.28894351634993526,0.0,1.0,0.0,0.0,1.0,1.0,0
-1.3892914854772824,0.985562203777932,1.0,0.0,0.0,0.0,1.0,1.0,1
1.8156180027052937,2.1874946652713727,0.0,1.0,0.0,0.0,1.0,1.0,0
-2.030273383113798,0.22718755751582462,0.0,1.0,0.0,0.0,1.0,1.0,1
1.0464397255414752,-0.7939738641073115,0.0,1.0,0.0,0.0,1.0,1.0,1
-0.36372044925885827,-0.8486523466400984,0.0,1.0,1.0,0.0,0.0,1.0,0
0.8541451562505209,0.37125839991012305,0.0,1.0,1.0,0.0,0.0,1.0,1
1.8797161924689454,-0.8725120481089508,0.0,1.0,0.0,0.0,1.0,1.0,0
0.7900469664868692,-0.8725120481089508,0.0,1.0,0.0,0.0,1.0,1.0,1
0.7259487767232176,-0.6349091876482954,0.0,1.0,0.0,0.0,1.0,1.0,0
-0.8124077776044188,-1.126186405817334,1.0,0.0,1.0,0.0,0.0,1.0,1
-0.6842113980771158,0.4105274919109426,0.0,1.0,1.0,0.0,0.0,1.0,1
-0.04322950044060063,0.3890696670566213,1.0,0.0,0.0,0.0,1.0,1.0,1
1.4310288641233844,-0.8098803317532132,0.0,1.0,1.0,0.0,0.0,1.0,0
1.23873429483243,-0.7939738641073115,0.0,1.0,0.0,0.0,1.0,1.0,0
1.1746361050687786,0.15577547101954953,1.0,0.0,1.0,0.0,0.0,1.0,1
-0.6842113980771158,1.6128735215631773,1.0,0.0,0.0,0.0,1.0,1.0,0
-1.2610951059499795,0.31947887110580175,1.0,0.0,0.0,0.0,1.0,1.0,1
-1.1328987264226766,0.7648599651910469,0.0,1.0,1.0,0.0,0.0,1.0,0
0.020868689323050724,-0.8777313578052621,0.0,1.0,0.0,0.0,1.0,1.0,1
0.7259487767232176,-0.7239694999976984,0.0,1.0,0.0,0.0,1.0,1.0,0
-0.10732769020425227,-1.1916355552548519,1.0,0.0,0.0,0.0,1.0,1.0,1
-0.36372044925885827,0.4586604630074409,1.0,0.0,0.0,0.0,1.0,1.0,1
0.5336542074322632,-0.24760260693823694,1.0,0.0,1.0,0.0,0.0,1.0,1
0.5977523971959149,-0.8725120481089508,0.0,1.0,0.0,0.0,1.0,1.0,0
-0.8765059673680705,-0.41619525751714803,1.0,0.0,1.0,0.0,0.0,1.0,1
0.020868689323050724,0.011291060466457989,1.0,0.0,0.0,0.0,1.0,1.0,1
0.9182433460141725,0.7156493309115388,0.0,1.0,1.0,0.0,0.0,1.0,0
-1.196996916186328,0.804294086793693,0.0,1.0,1.0,0.0,0.0,1.0,1
0.7900469664868692,-0.6130377946351805,1.0,0.0,1.0,0.0,0.0,1.0,1
0.21316325861400534,0.18327974188776916,1.0,0.0,0.0,0.0,1.0,1.0,1
1.110537915305127,-0.3768426565611875,1.0,0.0,0.0,0.0,1.0,1.0,1
0.020868689323050724,-0.8757430493495246,0.0,1.0,0.0,0.0,1.0,1.0,1
0.21316325861400534,-0.28894351634993526,1.0,0.0,0.0,0.0,1.0,1.0,1
0.21316325861400534,0.804294086793693,1.0,0.0,1.0,0.0,0.0,1.0,1
0.020868689323050724,-0.6025991752425577,0.0,1.0,1.0,0.0,0.0,1.0,0
-1.1328987264226766,0.18327974188776916,1.0,0.0,0.0,0.0,1.0,1.0,1
1.5592252436506877,0.1743323538369496,0.0,1.0,1.0,0.0,0.0,1.0,1
1.0464397255414752,0.15577547101954953,1.0,0.0,1.0,0.0,0.0,1.0,1
0.8541451562505209,-0.2684798457234827,0.0,1.0,1.0,0.0,0.0,1.0,1
0.277261448377657,1.6508999207791608,1.0,0.0,0.0,0.0,1.0,1.0,1
-2.030273383113798,-0.6249676453696068,1.0,0.0,0.0,0.0,1.0,1.0,1
0.40545782790496,-0.35546834066200717,0.0,1.0,0.0,0.0,1.0,1.0,1
1.6233234334143394,-0.7577707437452395,0.0,1.0,0.0,0.0,1.0,1.0,0
-0.9406041571317222,0.14964352774205425,1.0,0.0,0.0,0.0,1.0,1.0,1
2.8411890389237175,-0.803915406386,0.0,1.0,0.0,0.0,1.0,1.0,1
-0.23552406973155526,-0.7939738641073115,0.0,1.0,1.0,0.0,0.0,1.0,1
-0.7483095878407675,-0.022510183281083052,1.0,0.0,1.0,0.0,0.0,1.0,1
0.7900469664868692,0.12520522851258226,0.0,1.0,1.0,0.0,0.0,1.0,1
1.3028324845960817,-0.6945584413204263,0.0,1.0,1.0,0.0,0.0,1.0,1
1.4310288641233844,0.8518484601295714,0.0,1.0,1.0,0.0,0.0,1.0,0
0.7259487767232176,-0.8916495169954263,0.0,1.0,0.0,0.0,1.0,1.0,0
-0.2996222594952069,-0.3664875461237055,0.0,1.0,0.0,0.0,1.0,1.0,0
0.020868689323050724,2.1874946652713727,0.0,1.0,1.0,0.0,0.0,1.0,1
-0.5560150185498128,0.12520522851258226,0.0,1.0,1.0,0.0,0.0,1.0,1
-1.3251932957136312,2.1874946652713727,1.0,0.0,0.0,0.0,1.0,1.0,1
-0.2996222594952069,-0.26707212333682046,0.0,1.0,0.0,0.0,1.0,1.0,1
0.8541451562505209,0.804294086793693,0.0,1.0,1.0,0.0,0.0,1.0,0
0.40545782790496,-1.2483023462433764,0.0,1.0,0.0,0.0,1.0,1.0,0
-1.1328987264226766,2.1874946652713727,1.0,0.0,1.0,0.0,0.0,1.0,1
-0.04322950044060063,-0.8777313578052621,0.0,1.0,0.0,0.0,1.0,1.0,1
0.40545782790496,-0.8777313578052621,0.0,1.0,0.0,0.0,1.0,1.0,1
-0.7483095878407675,-0.4161117485620072,1.0,0.0,1.0,0.0,0.0,1.0,1
0.7900469664868692,-0.3664875461237055,0.0,1.0,0.0,0.0,1.0,1.0,1
-1.068800536659025,-1.2483023462433764,0.0,1.0,0.0,0.0,1.0,1.0,0
0.149065068850354,2.1874946652713727,1.0,0.0,1.0,0.0,0.0,1.0,1
-0.5560150185498128,-1.1916355552548519,1.0,0.0,0.0,0.0,1.0,1.0,1
-0.5560150185498128,-0.34461615311059085,0.0,1.0,0.0,0.0,1.0,1.0,1
-0.4278186390225099,2.1874946652713727,1.0,0.0,0.0,0.0,1.0,1.0,1
-0.04322950044060063,2.1874946652713727,0.0,1.0,1.0,0.0,0.0,1.0,1
0.020868689323050724,0.16737327424186724,0.0,1.0,0.0,0.0,1.0,1.0,0
-0.9406041571317222,2.1874946652713727,1.0,0.0,1.0,0.0,0.0,1.0,1
2.200207141287203,0.011291060466457989,0.0,1.0,0.0,0.0,1.0,1.0,0
-1.068800536659025,-0.34461615311059085,0.0,1.0,0.0,0.0,1.0,1.0,0
-1.902077003586495,-1.1523664632540325,0.0,1.0,0.0,0.0,1.0,1.0,1
-0.17142587996790362,0.31947887110580175,1.0,0.0,0.0,0.0,1.0,1.0,1
0.020868689323050724,0.985562203777932,1.0,0.0,0.0,0.0,1.0,1.0,1
0.9823415357778241,0.14964352774205425,1.0,0.0,0.0,0.0,1.0,1.0,1
1.366930674359733,-1.1916355552548519,1.0,0.0,0.0,0.0,1.0,1.0,0
0.4695560176686116,2.1874946652713727,1.0,0.0,0.0,0.0,1.0,1.0,1
-1.196996916186328,-0.26707212333682046,1.0,0.0,0.0,0.0,1.0,1.0,1
-0.4278186390225099,-0.803915406386,0.0,1.0,0.0,0.0,1.0,1.0,0
0.6618505869595666,0.1743323538369496,0.0,1.0,1.0,0.0,0.0,1.0,0
0.8541451562505209,-0.8848554670021703,1.0,0.0,0.0,0.0,1.0,1.0,1
-1.5815860547682374,0.985562203777932,0.0,1.0,0.0,0.0,1.0,1.0,1
0.21316325861400534,-1.4004079431073106,0.0,1.0,0.0,0.0,1.0,1.0,0
-0.17142587996790362,-0.34461615311059085,1.0,0.0,0.0,0.0,1.0,1.0,1
1.0464397255414752,0.4586604630074409,1.0,0.0,0.0,0.0,1.0,1.0,1
-0.5560150185498128,-1.1523664632540325,1.0,0.0,0.0,0.0,1.0,1.0,1
0.21316325861400534,0.25303556744041483,1.0,0.0,1.0,0.0,0.0,1.0,1
-1.2610951059499795,-0.617014411546656,1.0,0.0,0.0,0.0,1.0,1.0,1
0.9823415357778241,-0.8725120481089508,0.0,1.0,0.0,0.0,1.0,1.0,1
0.7900469664868692,-0.8848554670021703,1.0,0.0,0.0,0.0,1.0,1.0,1
-0.2996222594952069,-0.396395681914912,0.0,1.0,0.0,0.0,1.0,1.0,0
0.7259487767232176,-0.35546834066200717,1.0,0.0,0.0,0.0,1.0,1.0,1
-0.17142587996790362,-1.3009925203204256,0.0,1.0,0.0,0.0,1.0,1.0,0
1.3028324845960817,0.25303556744041483,1.0,0.0,1.0,0.0,0.0,1.0,1
-1.068800536659025,-0.803915406386,1.0,0.0,0.0,0.0,1.0,1.0,1
-0.6201132083134645,-0.803915406386,0.0,1.0,1.0,0.0,0.0,1.0,1
